pais_origem;pais_destino;quantidade_litro;valor;categorias;ano_exportado
Brasil;Índia;548.0;1576.0;Uvas frescas;2009
Brasil;Indonésia;40.0;103.0;Uvas frescas;2009
Brasil;Irã;70.0;182.0;Uvas frescas;2009
Brasil;Irlanda;1412302.0;3175487.0;Uvas frescas;2009
Brasil;Itália;269.0;984.0;Uvas frescas;2009
Brasil;Japão;377.0;1270.0;Uvas frescas;2009
Brasil;Jordânia;40.0;116.0;Uvas frescas;2009
Brasil;Letonia;20.0;84.0;Uvas frescas;2009
Brasil;Libéria;10296.0;36932.0;Uvas frescas;2009
Brasil;Lituania;30168.0;65259.0;Uvas frescas;2009
Brasil;Luxemburgo;53.0;242.0;Uvas frescas;2009
Brasil;Malasia;70.0;276.0;Uvas frescas;2009
Brasil;Malta;3766.0;13755.0;Uvas frescas;2009
Brasil;Marrocos;20.0;66.0;Uvas frescas;2009
Brasil;Marshall, Ilhas;14389.0;50525.0;Uvas frescas;2009
Brasil;Noruega;381020.0;594883.0;Uvas frescas;2009
Brasil;Omã;100.0;311.0;Uvas frescas;2009
Brasil;Países Baixos;18874963.0;36345317.0;Uvas frescas;2009
Brasil;Panamá;10006.0;34309.0;Uvas frescas;2009
Brasil;Paquistão;50.0;206.0;Uvas frescas;2009
Brasil;Polonia;20.0;50.0;Uvas frescas;2009
Brasil;Portugal;1943.0;7713.0;Uvas frescas;2009
Brasil;Romênia;13194790.0;28569636.0;Uvas frescas;2009
Brasil;Russia,  Federação da;14440.0;32576.0;Uvas frescas;2009
Brasil;Samoa Americana;8.0;18.0;Uvas frescas;2009
Brasil;São Vicente e Granadinas;53.0;163.0;Uvas frescas;2009
Brasil;Serra Leoa;1.0;4.0;Uvas frescas;2009
Brasil;Singapura;16664.0;140893.0;Uvas frescas;2009
Brasil;Suécia;13.0;45.0;Uvas frescas;2009
Brasil;Suíça;2604.0;32752.0;Uvas frescas;2009
Brasil;Tailândia;811.0;3426.0;Uvas frescas;2009
Brasil;Taiwan;40.0;123.0;Uvas frescas;2009
Brasil;Turquia;194.0;642.0;Uvas frescas;2009
Brasil;Uruguai;194634.0;336671.0;Uvas frescas;2009
Brasil;Vanuatu;80.0;244.0;Uvas frescas;2009
Brasil;Vietnã;60.0;260.0;Uvas frescas;2009
Brasil;África do Sul;34344.0;49753.0;Suco de uva;2009
Brasil;Alemanha, República Democrática da;5.0;24.0;Suco de uva;2009
Brasil;Angola;86536.0;91839.0;Suco de uva;2009
Brasil;Antígua e Barbuda;48.0;57.0;Suco de uva;2009
Brasil;Argentina;1060.0;4845.0;Suco de uva;2009
Brasil;Austrália;15499.0;34539.0;Suco de uva;2009
Brasil;Bahamas;1374.0;2511.0;Suco de uva;2009
Brasil;Bangladesh;48.0;68.0;Suco de uva;2009
Brasil;Barbados;153.0;362.0;Suco de uva;2009
Brasil;Barein;24.0;7.0;Suco de uva;2009
Brasil;Bélgica;3210.0;7586.0;Suco de uva;2009
Brasil;Belize;45.0;333.0;Suco de uva;2009
Brasil;Bolívia;22695.0;29041.0;Suco de uva;2009
Brasil;Canadá;43210.0;105551.0;Suco de uva;2009
Brasil;Cayman, Ilhas;396.0;445.0;Suco de uva;2009
Brasil;Chile;2923.0;1932.0;Suco de uva;2009
Brasil;China;1212412.0;2226651.0;Suco de uva;2009
Brasil;Chipre;114.0;142.0;Suco de uva;2009
Brasil;Coreia do Sul;39780.0;64740.0;Suco de uva;2009
Brasil;Curaçao;403.0;802.0;Suco de uva;2009
Brasil;Dinamarca;36.0;27.0;Suco de uva;2009
Brasil;Equador;13800.0;17716.0;Suco de uva;2009
Brasil;Estados Unidos;431004.0;848282.0;Suco de uva;2009
Brasil;Filipinas;12389.0;12734.0;Suco de uva;2009
Brasil;Finlândia;45.0;89.0;Suco de uva;2009
Brasil;França;2.0;1.0;Suco de uva;2009
Brasil;Gana;35559.0;55463.0;Suco de uva;2009
Brasil;Gibraltar;48.0;46.0;Suco de uva;2009
Brasil;Granada;120.0;167.0;Suco de uva;2009
Brasil;Grêcia;144.0;160.0;Suco de uva;2009
Brasil;Guiana;6.0;19.0;Suco de uva;2009
Brasil;Guiana Francesa;90.0;46.0;Suco de uva;2009
Brasil;Haiti;267.0;36.0;Suco de uva;2009
Brasil;Hong Kong;15159.0;28840.0;Suco de uva;2009
Brasil;Ilha de Man;24.0;25.0;Suco de uva;2009
Brasil;India;220.0;496.0;Suco de uva;2009
Brasil;Irlanda;3728.0;5977.0;Suco de uva;2009
Brasil;Itália;6120.0;13764.0;Suco de uva;2009
Brasil;Japão;2187768.0;4777682.0;Suco de uva;2009
Brasil;Libêria;1618.0;2054.0;Suco de uva;2009
Brasil;Líbia;265152.0;278404.0;Suco de uva;2009
Brasil;Luxemburgo;24.0;23.0;Suco de uva;2009
Brasil;Malásia;16695.0;36729.0;Suco de uva;2009
Brasil;Malta;915.0;1564.0;Suco de uva;2009
Brasil;Marshall, Ilhas;4002.0;6122.0;Suco de uva;2009
Brasil;México;4516.0;10837.0;Suco de uva;2009
Brasil;Nigéria;1530.0;2430.0;Suco de uva;2009
Brasil;Noruega;590.0;1034.0;Suco de uva;2009
Brasil;Nova Zelândia;791.0;1741.0;Suco de uva;2009
Brasil;Países Baixos;793.0;1498.0;Suco de uva;2009
Brasil;Panamá;5146.0;8912.0;Suco de uva;2009
Brasil;Paraguai;167679.0;196541.0;Suco de uva;2009
Brasil;Peru;38173.0;81563.0;Suco de uva;2009
Brasil;Porto Rico;24380.0;53636.0;Suco de uva;2009
Brasil;Portugal;146637.0;133524.0;Suco de uva;2009
Brasil;Reino Unido;6412.0;13508.0;Suco de uva;2009
Brasil;República Dominicana;25440.0;80791.0;Suco de uva;2009
Brasil;Rússia;24.0;37.0;Suco de uva;2009
Brasil;Singapura;1449.0;2509.0;Suco de uva;2009
Brasil;Suíça;144.0;155.0;Suco de uva;2009
Brasil;Suriname;2650.0;6758.0;Suco de uva;2009
Brasil;Taiwan (Formosa);33375.0;93988.0;Suco de uva;2009
Brasil;Vanuatu;12.0;9.0;Suco de uva;2009
Brasil;Alemanha, República Democrática;7630.0;45367.0;Vinhos de mesa;2010
Brasil;Angola;4068.0;4761.0;Vinhos de mesa;2010
Brasil;Antígua e Barbuda;419.0;1866.0;Vinhos de mesa;2010
Brasil;Argentina;480.0;3232.0;Vinhos de mesa;2010
Brasil;Austrália;1424.0;12299.0;Vinhos de mesa;2010
Brasil;Áustria;6.0;212.0;Vinhos de mesa;2010
Brasil;Bahamas;1215.0;5799.0;Vinhos de mesa;2010
Brasil;Bangladesh;7.0;84.0;Vinhos de mesa;2010
Brasil;Barbados;220.0;1145.0;Vinhos de mesa;2010
Brasil;Barein;979.0;2789.0;Vinhos de mesa;2010
Brasil;Bélgica;828.0;6145.0;Vinhos de mesa;2010
Brasil;Bolívia;32530.0;49011.0;Vinhos de mesa;2010
Brasil;Brasil;2504.0;952.0;Vinhos de mesa;2010
Brasil;Bulgária;5.0;31.0;Vinhos de mesa;2010
Brasil;Canadá;1183.0;5784.0;Vinhos de mesa;2010
Brasil;Cayman, Ilhas;160.0;958.0;Vinhos de mesa;2010
Brasil;Chile;2094.0;7986.0;Vinhos de mesa;2010
Brasil;China;105395.0;404647.0;Vinhos de mesa;2010
Brasil;Chipre;1521.0;4458.0;Vinhos de mesa;2010
Brasil;Cocos (Keeling), Ilhas;26.0;60.0;Vinhos de mesa;2010
Brasil;Colômbia;8217.0;14068.0;Vinhos de mesa;2010
Brasil;Coreia, Republica Sul;77.0;257.0;Vinhos de mesa;2010
Brasil;Croácia;34.0;484.0;Vinhos de mesa;2010
Brasil;Cuba;16.0;6.0;Vinhos de mesa;2010
Brasil;Curaçao;40673.0;66950.0;Vinhos de mesa;2010
Brasil;Dinamarca;2.0;6.0;Vinhos de mesa;2010
Brasil;Dominica;1485.0;2223.0;Vinhos de mesa;2010
Brasil;Emirados Arabes Unidos;4781.0;85465.0;Vinhos de mesa;2010
Brasil;Equador;135.0;210.0;Vinhos de mesa;2010
Brasil;Estados Unidos;220373.0;447893.0;Vinhos de mesa;2010
Brasil;Filipinas;375.0;790.0;Vinhos de mesa;2010
Brasil;França;5694.0;25008.0;Vinhos de mesa;2010
Brasil;Gana;35949.0;49304.0;Vinhos de mesa;2010
Brasil;Granada;5610.0;7914.0;Vinhos de mesa;2010
Brasil;Grécia;920.0;2426.0;Vinhos de mesa;2010
Brasil;Guatemala;1283.0;5350.0;Vinhos de mesa;2010
Brasil;Guiana;2064.0;5823.0;Vinhos de mesa;2010
Brasil;Guiana Francesa;22.0;18.0;Vinhos de mesa;2010
Brasil;Haiti;553503.0;741014.0;Vinhos de mesa;2010
Brasil;Hong Kong;9371.0;38218.0;Vinhos de mesa;2010
Brasil;Ilha de Man;165.0;641.0;Vinhos de mesa;2010
Brasil;India;247.0;1021.0;Vinhos de mesa;2010
Brasil;Irã;47.0;90.0;Vinhos de mesa;2010
Brasil;Itália;1129.0;6151.0;Vinhos de mesa;2010
Brasil;Japão;37324.0;82208.0;Vinhos de mesa;2010
Brasil;Libéria;9145.0;34815.0;Vinhos de mesa;2010
Brasil;Luxemburgo;36.0;802.0;Vinhos de mesa;2010
Brasil;Malta;3127.0;15587.0;Vinhos de mesa;2010
Brasil;Marshall, Ilhas;7240.0;27178.0;Vinhos de mesa;2010
Brasil;México;6.0;33.0;Vinhos de mesa;2010
Brasil;Moçambique;383.0;1927.0;Vinhos de mesa;2010
Brasil;Nigéria;32234.0;50283.0;Vinhos de mesa;2010
Brasil;Noruega;2711.0;40316.0;Vinhos de mesa;2010
Brasil;Nova Zelândia;63.0;156.0;Vinhos de mesa;2010
Brasil;Omã;194.0;670.0;Vinhos de mesa;2010
Brasil;Países Baixos;7034.0;37240.0;Vinhos de mesa;2010
Brasil;Panamá;11490.0;49392.0;Vinhos de mesa;2010
Brasil;Paraguai;5076670.0;7156293.0;Vinhos de mesa;2010
Brasil;Portugal;1918.0;7613.0;Vinhos de mesa;2010
Brasil;Quênia;1440.0;2080.0;Vinhos de mesa;2010
Brasil;Reino Unido;18835.0;138154.0;Vinhos de mesa;2010
Brasil;Rússia;66046.0;118618.0;Vinhos de mesa;2010
Brasil;São Vicente e Granadinas;20.0;51.0;Vinhos de mesa;2010
Brasil;Serra Leoa;8101.0;15182.0;Vinhos de mesa;2010
Brasil;Singapura;4322.0;15434.0;Vinhos de mesa;2010
Brasil;Suécia;5.0;18.0;Vinhos de mesa;2010
Brasil;Suíça;1584.0;20863.0;Vinhos de mesa;2010
Brasil;Suriname;1225.0;3360.0;Vinhos de mesa;2010
Brasil;Tailândia;432.0;1713.0;Vinhos de mesa;2010
Brasil;Taiwan (FORMOSA);25.0;277.0;Vinhos de mesa;2010
Brasil;Tcheca, República;1305.0;9997.0;Vinhos de mesa;2010
Brasil;Togo;17317.0;25608.0;Vinhos de mesa;2010
Brasil;Turquia;418.0;503.0;Vinhos de mesa;2010
Brasil;Uruguai;637117.0;997367.0;Vinhos de mesa;2010
Brasil;Venezuela;23220.0;32351.0;Vinhos de mesa;2010
Brasil;Vietnã;130.0;277.0;Vinhos de mesa;2010
Brasil;Alemanha;1164.0;6560.0;Espumantes;2010
Brasil;Angola;26383.0;141588.0;Espumantes;2010
Brasil;Antigua e Barbuda;65.0;146.0;Espumantes;2010
Brasil;Bahamas;56.0;194.0;Espumantes;2010
Brasil;Barbados;25.0;101.0;Espumantes;2010
Brasil;Bermudas;12.0;58.0;Espumantes;2010
Brasil;Bolívia;22307.0;70416.0;Espumantes;2010
Brasil;Canada;62.0;347.0;Espumantes;2010
Brasil;Chile;4.0;19.0;Espumantes;2010
Brasil;China;8619.0;35079.0;Espumantes;2010
Brasil;Chipre;382.0;931.0;Espumantes;2010
Brasil;Colombia;15396.0;56227.0;Espumantes;2010
Brasil;Coreia do Sul, Republica da;10.0;30.0;Espumantes;2010
Brasil;Curaçao;3487.0;15494.0;Espumantes;2010
Brasil;Dominica;594.0;1461.0;Espumantes;2010
Brasil;Equador;135.0;500.0;Espumantes;2010
Brasil;Estados Unidos;732209.0;1964451.0;Espumantes;2010
Brasil;Falkland (Malvinas);360.0;2081.0;Espumantes;2010
Brasil;Filipinas;77.0;389.0;Espumantes;2010
Brasil;França;772.0;4308.0;Espumantes;2010
Brasil;Gana;12729.0;58137.0;Espumantes;2010
Brasil;Granada;1122.0;3050.0;Espumantes;2010
Brasil;Grêcia;38.0;177.0;Espumantes;2010
Brasil;Guatemala;284.0;1527.0;Espumantes;2010
Brasil;Guiana;5553.0;26216.0;Espumantes;2010
Brasil;Haiti;4842.0;9417.0;Espumantes;2010
Brasil;Hong Kong;1175.0;5328.0;Espumantes;2010
Brasil;Ilha de Man;2.0;20.0;Espumantes;2010
Brasil;Irlanda;6.0;22.0;Espumantes;2010
Brasil;Italia;503.0;3702.0;Espumantes;2010
Brasil;Japão;2970.0;12049.0;Espumantes;2010
Brasil;Líbano;1350.0;4810.0;Espumantes;2010
Brasil;Libéria;1105.0;3367.0;Espumantes;2010
Brasil;Maldivas;3221.0;10680.0;Espumantes;2010
Brasil;Malta;191.0;822.0;Espumantes;2010
Brasil;Marshall, Ilhas;1154.0;3438.0;Espumantes;2010
Brasil;Nigéria;6705.0;32586.0;Espumantes;2010
Brasil;Noruega;483.0;9852.0;Espumantes;2010
Brasil;Paises Baixos (Holanda);707.0;6038.0;Espumantes;2010
Brasil;Panama;3092.0;32540.0;Espumantes;2010
Brasil;Paraguai;48160.0;183187.0;Espumantes;2010
Brasil;Portugal;56.0;612.0;Espumantes;2010
Brasil;Reino Unido;9305.0;53968.0;Espumantes;2010
Brasil;Russia;990.0;5280.0;Espumantes;2010
Brasil;Serra Leoa;225.0;1165.0;Espumantes;2010
Brasil;Singapura;642.0;5235.0;Espumantes;2010
Brasil;Tailandia;17.0;107.0;Espumantes;2010
Brasil;Taiwan (Formosa);901.0;4141.0;Espumantes;2010
Brasil;Turquia;2.0;17.0;Espumantes;2010
Brasil;Uruguai;10200.0;87895.0;Espumantes;2010
Brasil;Vietnã;16.0;19.0;Espumantes;2010
Brasil;Alemanha, República Democrática;559012.0;1213303.0;Uvas frescas;2010
Brasil;Antígua e Barbuda;253.0;999.0;Uvas frescas;2010
Brasil;Arabia Saudita;12224.0;53675.0;Uvas frescas;2010
Brasil;Argentina;3954281.0;8103640.0;Uvas frescas;2010
Brasil;Bahamas;3035.0;10694.0;Uvas frescas;2010
Brasil;Bangladesh;113.0;319.0;Uvas frescas;2010
Brasil;Barbados;163.0;540.0;Uvas frescas;2010
Brasil;Barein;316.0;1159.0;Uvas frescas;2010
Brasil;Bélgica;39134.0;95538.0;Uvas frescas;2010
Brasil;Belize;117.0;248.0;Uvas frescas;2010
Brasil;Bermudas;200.0;761.0;Uvas frescas;2010
Brasil;Bolívia;132736.0;67397.0;Uvas frescas;2010
Brasil;Brasil;109.0;267.0;Uvas frescas;2010
Brasil;Camarões;50.0;149.0;Uvas frescas;2010
Brasil;Canadá;383543.0;1497880.0;Uvas frescas;2010
Brasil;Catar;28.0;75.0;Uvas frescas;2010
Brasil;Cayman, Ilhas;277.0;1145.0;Uvas frescas;2010
Brasil;Chile;31.0;125.0;Uvas frescas;2010
Brasil;China;945.0;2708.0;Uvas frescas;2010
Brasil;Chipre;1867.0;4345.0;Uvas frescas;2010
Brasil;Cocos (Keeling), Ilhas;32.0;55.0;Uvas frescas;2010
Brasil;Colombia;13.0;32.0;Uvas frescas;2010
Brasil;Coreia do Sul;142.0;381.0;Uvas frescas;2010
Brasil;Coveite;7252.0;33694.0;Uvas frescas;2010
Brasil;Croácia;20.0;28.0;Uvas frescas;2010
Brasil;Dinamarca;26792.0;50928.0;Uvas frescas;2010
Brasil;Emirados Arabes Unidos;116384.0;401362.0;Uvas frescas;2010
Brasil;Espanha;3504580.0;6022297.0;Uvas frescas;2010
Brasil;Estados Unidos;9634362.0;26805893.0;Uvas frescas;2010
Brasil;Falkland (Ilhas Malvinas);60.0;61.0;Uvas frescas;2010
Brasil;Filipinas;137.0;455.0;Uvas frescas;2010
Brasil;França;200.0;892.0;Uvas frescas;2010
Brasil;Gabão;20.0;53.0;Uvas frescas;2010
Brasil;Gibraltar;125.0;480.0;Uvas frescas;2010
Brasil;Grêcia;2536.0;6949.0;Uvas frescas;2010
Brasil;Guiana;3902.0;12934.0;Uvas frescas;2010
Brasil;Hong Kong;11130.0;81767.0;Uvas frescas;2010
Brasil;Ilha de Man;124.0;459.0;Uvas frescas;2010
Brasil;Índia;548.0;1576.0;Uvas frescas;2010
Brasil;Indonésia;40.0;103.0;Uvas frescas;2010
Brasil;Irã;70.0;182.0;Uvas frescas;2010
Brasil;Irlanda;1412302.0;3175487.0;Uvas frescas;2010
Brasil;Itália;269.0;984.0;Uvas frescas;2010
Brasil;Japão;377.0;1270.0;Uvas frescas;2010
Brasil;Jordânia;40.0;116.0;Uvas frescas;2010
Brasil;Letonia;20.0;84.0;Uvas frescas;2010
Brasil;Libéria;10296.0;36932.0;Uvas frescas;2010
Brasil;Lituania;30168.0;65259.0;Uvas frescas;2010
Brasil;Luxemburgo;53.0;242.0;Uvas frescas;2010
Brasil;Malasia;70.0;276.0;Uvas frescas;2010
Brasil;Malta;3766.0;13755.0;Uvas frescas;2010
Brasil;Marrocos;20.0;66.0;Uvas frescas;2010
Brasil;Marshall, Ilhas;14389.0;50525.0;Uvas frescas;2010
Brasil;Noruega;381020.0;594883.0;Uvas frescas;2010
Brasil;Omã;100.0;311.0;Uvas frescas;2010
Brasil;Países Baixos;18874963.0;36345317.0;Uvas frescas;2010
Brasil;Panamá;10006.0;34309.0;Uvas frescas;2010
Brasil;Paquistão;50.0;206.0;Uvas frescas;2010
Brasil;Polonia;20.0;50.0;Uvas frescas;2010
Brasil;Portugal;1943.0;7713.0;Uvas frescas;2010
Brasil;Romênia;13194790.0;28569636.0;Uvas frescas;2010
Brasil;Russia,  Federação da;14440.0;32576.0;Uvas frescas;2010
Brasil;Samoa Americana;8.0;18.0;Uvas frescas;2010
Brasil;São Vicente e Granadinas;53.0;163.0;Uvas frescas;2010
Brasil;Serra Leoa;1.0;4.0;Uvas frescas;2010
Brasil;Singapura;16664.0;140893.0;Uvas frescas;2010
Brasil;Suécia;13.0;45.0;Uvas frescas;2010
Brasil;Suíça;2604.0;32752.0;Uvas frescas;2010
Brasil;Tailândia;811.0;3426.0;Uvas frescas;2010
Brasil;Taiwan;40.0;123.0;Uvas frescas;2010
Brasil;Turquia;194.0;642.0;Uvas frescas;2010
Brasil;Uruguai;194634.0;336671.0;Uvas frescas;2010
Brasil;Vanuatu;80.0;244.0;Uvas frescas;2010
Brasil;Vietnã;60.0;260.0;Uvas frescas;2010
Brasil;África do Sul;34344.0;49753.0;Suco de uva;2010
Brasil;Alemanha, República Democrática da;5.0;24.0;Suco de uva;2010
Brasil;Angola;86536.0;91839.0;Suco de uva;2010
Brasil;Antígua e Barbuda;48.0;57.0;Suco de uva;2010
Brasil;Argentina;1060.0;4845.0;Suco de uva;2010
Brasil;Austrália;15499.0;34539.0;Suco de uva;2010
Brasil;Bahamas;1374.0;2511.0;Suco de uva;2010
Brasil;Bangladesh;48.0;68.0;Suco de uva;2010
Brasil;Barbados;153.0;362.0;Suco de uva;2010
Brasil;Barein;24.0;7.0;Suco de uva;2010
Brasil;Bélgica;3210.0;7586.0;Suco de uva;2010
Brasil;Belize;45.0;333.0;Suco de uva;2010
Brasil;Bolívia;22695.0;29041.0;Suco de uva;2010
Brasil;Canadá;43210.0;105551.0;Suco de uva;2010
Brasil;Cayman, Ilhas;396.0;445.0;Suco de uva;2010
Brasil;Chile;2923.0;1932.0;Suco de uva;2010
Brasil;China;1212412.0;2226651.0;Suco de uva;2010
Brasil;Chipre;114.0;142.0;Suco de uva;2010
Brasil;Coreia do Sul;39780.0;64740.0;Suco de uva;2010
Brasil;Curaçao;403.0;802.0;Suco de uva;2010
Brasil;Dinamarca;36.0;27.0;Suco de uva;2010
Brasil;Equador;13800.0;17716.0;Suco de uva;2010
Brasil;Estados Unidos;431004.0;848282.0;Suco de uva;2010
Brasil;Filipinas;12389.0;12734.0;Suco de uva;2010
Brasil;Finlândia;45.0;89.0;Suco de uva;2010
Brasil;França;2.0;1.0;Suco de uva;2010
Brasil;Gana;35559.0;55463.0;Suco de uva;2010
Brasil;Gibraltar;48.0;46.0;Suco de uva;2010
Brasil;Granada;120.0;167.0;Suco de uva;2010
Brasil;Grêcia;144.0;160.0;Suco de uva;2010
Brasil;Guiana;6.0;19.0;Suco de uva;2010
Brasil;Guiana Francesa;90.0;46.0;Suco de uva;2010
Brasil;Haiti;267.0;36.0;Suco de uva;2010
Brasil;Hong Kong;15159.0;28840.0;Suco de uva;2010
Brasil;Ilha de Man;24.0;25.0;Suco de uva;2010
Brasil;India;220.0;496.0;Suco de uva;2010
Brasil;Irlanda;3728.0;5977.0;Suco de uva;2010
Brasil;Itália;6120.0;13764.0;Suco de uva;2010
Brasil;Japão;2187768.0;4777682.0;Suco de uva;2010
Brasil;Libêria;1618.0;2054.0;Suco de uva;2010
Brasil;Líbia;265152.0;278404.0;Suco de uva;2010
Brasil;Luxemburgo;24.0;23.0;Suco de uva;2010
Brasil;Malásia;16695.0;36729.0;Suco de uva;2010
Brasil;Malta;915.0;1564.0;Suco de uva;2010
Brasil;Marshall, Ilhas;4002.0;6122.0;Suco de uva;2010
Brasil;México;4516.0;10837.0;Suco de uva;2010
Brasil;Nigéria;1530.0;2430.0;Suco de uva;2010
Brasil;Noruega;590.0;1034.0;Suco de uva;2010
Brasil;Nova Zelândia;791.0;1741.0;Suco de uva;2010
Brasil;Países Baixos;793.0;1498.0;Suco de uva;2010
Brasil;Panamá;5146.0;8912.0;Suco de uva;2010
Brasil;Paraguai;167679.0;196541.0;Suco de uva;2010
Brasil;Peru;38173.0;81563.0;Suco de uva;2010
Brasil;Porto Rico;24380.0;53636.0;Suco de uva;2010
Brasil;Portugal;146637.0;133524.0;Suco de uva;2010
Brasil;Reino Unido;6412.0;13508.0;Suco de uva;2010
Brasil;República Dominicana;25440.0;80791.0;Suco de uva;2010
Brasil;Rússia;24.0;37.0;Suco de uva;2010
Brasil;Singapura;1449.0;2509.0;Suco de uva;2010
Brasil;Suíça;144.0;155.0;Suco de uva;2010
Brasil;Suriname;2650.0;6758.0;Suco de uva;2010
Brasil;Taiwan (Formosa);33375.0;93988.0;Suco de uva;2010
Brasil;Vanuatu;12.0;9.0;Suco de uva;2010
Brasil;Alemanha, República Democrática;7630.0;45367.0;Vinhos de mesa;2011
Brasil;Angola;4068.0;4761.0;Vinhos de mesa;2011
Brasil;Antígua e Barbuda;419.0;1866.0;Vinhos de mesa;2011
Brasil;Argentina;480.0;3232.0;Vinhos de mesa;2011
Brasil;Austrália;1424.0;12299.0;Vinhos de mesa;2011
Brasil;Áustria;6.0;212.0;Vinhos de mesa;2011
Brasil;Bahamas;1215.0;5799.0;Vinhos de mesa;2011
Brasil;Bangladesh;7.0;84.0;Vinhos de mesa;2011
Brasil;Barbados;220.0;1145.0;Vinhos de mesa;2011
Brasil;Barein;979.0;2789.0;Vinhos de mesa;2011
Brasil;Bélgica;828.0;6145.0;Vinhos de mesa;2011
Brasil;Bolívia;32530.0;49011.0;Vinhos de mesa;2011
Brasil;Brasil;2504.0;952.0;Vinhos de mesa;2011
Brasil;Bulgária;5.0;31.0;Vinhos de mesa;2011
Brasil;Canadá;1183.0;5784.0;Vinhos de mesa;2011
Brasil;Cayman, Ilhas;160.0;958.0;Vinhos de mesa;2011
Brasil;Chile;2094.0;7986.0;Vinhos de mesa;2011
Brasil;China;105395.0;404647.0;Vinhos de mesa;2011
Brasil;Chipre;1521.0;4458.0;Vinhos de mesa;2011
Brasil;Cocos (Keeling), Ilhas;26.0;60.0;Vinhos de mesa;2011
Brasil;Colômbia;8217.0;14068.0;Vinhos de mesa;2011
Brasil;Coreia, Republica Sul;77.0;257.0;Vinhos de mesa;2011
Brasil;Croácia;34.0;484.0;Vinhos de mesa;2011
Brasil;Cuba;16.0;6.0;Vinhos de mesa;2011
Brasil;Curaçao;40673.0;66950.0;Vinhos de mesa;2011
Brasil;Dinamarca;2.0;6.0;Vinhos de mesa;2011
Brasil;Dominica;1485.0;2223.0;Vinhos de mesa;2011
Brasil;Emirados Arabes Unidos;4781.0;85465.0;Vinhos de mesa;2011
Brasil;Equador;135.0;210.0;Vinhos de mesa;2011
Brasil;Estados Unidos;220373.0;447893.0;Vinhos de mesa;2011
Brasil;Filipinas;375.0;790.0;Vinhos de mesa;2011
Brasil;França;5694.0;25008.0;Vinhos de mesa;2011
Brasil;Gana;35949.0;49304.0;Vinhos de mesa;2011
Brasil;Granada;5610.0;7914.0;Vinhos de mesa;2011
Brasil;Grécia;920.0;2426.0;Vinhos de mesa;2011
Brasil;Guatemala;1283.0;5350.0;Vinhos de mesa;2011
Brasil;Guiana;2064.0;5823.0;Vinhos de mesa;2011
Brasil;Guiana Francesa;22.0;18.0;Vinhos de mesa;2011
Brasil;Haiti;553503.0;741014.0;Vinhos de mesa;2011
Brasil;Hong Kong;9371.0;38218.0;Vinhos de mesa;2011
Brasil;Ilha de Man;165.0;641.0;Vinhos de mesa;2011
Brasil;India;247.0;1021.0;Vinhos de mesa;2011
Brasil;Irã;47.0;90.0;Vinhos de mesa;2011
Brasil;Itália;1129.0;6151.0;Vinhos de mesa;2011
Brasil;Japão;37324.0;82208.0;Vinhos de mesa;2011
Brasil;Libéria;9145.0;34815.0;Vinhos de mesa;2011
Brasil;Luxemburgo;36.0;802.0;Vinhos de mesa;2011
Brasil;Malta;3127.0;15587.0;Vinhos de mesa;2011
Brasil;Marshall, Ilhas;7240.0;27178.0;Vinhos de mesa;2011
Brasil;México;6.0;33.0;Vinhos de mesa;2011
Brasil;Moçambique;383.0;1927.0;Vinhos de mesa;2011
Brasil;Nigéria;32234.0;50283.0;Vinhos de mesa;2011
Brasil;Noruega;2711.0;40316.0;Vinhos de mesa;2011
Brasil;Nova Zelândia;63.0;156.0;Vinhos de mesa;2011
Brasil;Omã;194.0;670.0;Vinhos de mesa;2011
Brasil;Países Baixos;7034.0;37240.0;Vinhos de mesa;2011
Brasil;Panamá;11490.0;49392.0;Vinhos de mesa;2011
Brasil;Paraguai;5076670.0;7156293.0;Vinhos de mesa;2011
Brasil;Portugal;1918.0;7613.0;Vinhos de mesa;2011
Brasil;Quênia;1440.0;2080.0;Vinhos de mesa;2011
Brasil;Reino Unido;18835.0;138154.0;Vinhos de mesa;2011
Brasil;Rússia;66046.0;118618.0;Vinhos de mesa;2011
Brasil;São Vicente e Granadinas;20.0;51.0;Vinhos de mesa;2011
Brasil;Serra Leoa;8101.0;15182.0;Vinhos de mesa;2011
Brasil;Singapura;4322.0;15434.0;Vinhos de mesa;2011
Brasil;Suécia;5.0;18.0;Vinhos de mesa;2011
Brasil;Suíça;1584.0;20863.0;Vinhos de mesa;2011
Brasil;Suriname;1225.0;3360.0;Vinhos de mesa;2011
Brasil;Tailândia;432.0;1713.0;Vinhos de mesa;2011
Brasil;Taiwan (FORMOSA);25.0;277.0;Vinhos de mesa;2011
Brasil;Tcheca, República;1305.0;9997.0;Vinhos de mesa;2011
Brasil;Togo;17317.0;25608.0;Vinhos de mesa;2011
Brasil;Turquia;418.0;503.0;Vinhos de mesa;2011
Brasil;Uruguai;637117.0;997367.0;Vinhos de mesa;2011
Brasil;Venezuela;23220.0;32351.0;Vinhos de mesa;2011
Brasil;Vietnã;130.0;277.0;Vinhos de mesa;2011
Brasil;Alemanha;1164.0;6560.0;Espumantes;2011
Brasil;Angola;26383.0;141588.0;Espumantes;2011
Brasil;Antigua e Barbuda;65.0;146.0;Espumantes;2011
Brasil;Bahamas;56.0;194.0;Espumantes;2011
Brasil;Barbados;25.0;101.0;Espumantes;2011
